emp_no,first_name,birth_date,last_name,gender,salary,to_date
429423,Mabhin,1954-10-27,Servi,M,45153,9999-01-01
429220,Divine,1952-05-18,Glinert,F,65291,9999-01-01
429425,Duke,1952-10-30,Nanard,M,89124,9999-01-01
429431,Huiqun,1954-11-30,Reutenauer,M,40000,9999-01-01
429435,Fay,1953-04-16,Perin,M,66718,9999-01-01
429443,Martial,1954-12-06,Terekhov,M,40000,9999-01-01
429444,Peternela,1955-06-01,Garigliano,M,40000,9999-01-01
429467,Kinh,1954-09-30,Mitzlaff,F,44341,9999-01-01
429468,Ennio,1952-08-05,Walston,F,64437,9999-01-01
429479,Miomir,1954-05-24,Tetzlaff,M,69093,9999-01-01
429493,Adib,1953-06-20,Motley,F,40000,9999-01-01
429494,Ipke,1955-07-03,Puppe,F,58301,9999-01-01
429507,Tsutomu,1955-11-19,Kugler,F,55107,9999-01-01
429514,Alair,1952-11-27,Merkl,M,40000,9999-01-01
429518,Tomokazu,1952-10-13,Poujol,M,62701,9999-01-01
429549,Eben,1954-08-16,Selenyi,F,57943,9999-01-01
429221,Alain,1955-04-30,Zykh,M,40000,9999-01-01
429222,Boriana,1953-09-02,Schmiedel,F,54512,9999-01-01
429260,Byong,1954-04-15,Guardalben,M,63955,9999-01-01
429272,DeForest,1955-06-12,Benantar,M,44602,9999-01-01
429564,JoAnne,1954-12-13,Pulkowski,M,59368,9999-01-01
429573,Samphel,1952-02-18,Castellani,F,81577,9999-01-01
429294,Weijing,1955-08-14,Salinas,M,40000,9999-01-01
429596,Xiahua,1955-11-22,Zyda,F,40000,9999-01-01
429601,Stafford,1955-03-13,Driscoll,F,80753,9999-01-01
429297,Becky,1955-03-22,Acton,M,62115,9999-01-01
429298,Pranay,1955-02-07,Hiyoshi,M,40000,9999-01-01
429307,Mohan,1954-12-07,Uchoa,M,40000,9999-01-01
429628,Arunachalam,1953-06-28,Perelgut,F,40777,9999-01-01
429634,Lidong,1952-11-06,Azevdeo,M,64413,9999-01-01
429315,Khatoun,1955-02-16,Wixon,F,40000,9999-01-01
429642,Kagan,1955-12-20,Slutz,M,40000,9999-01-01
429648,Pranjal,1955-05-20,Gaughan,F,77032,9999-01-01
429649,Lijie,1954-03-25,Krone,F,40000,9999-01-01
429321,Lihong,1955-07-23,Matzel,M,40000,9999-01-01
429652,Woody,1953-02-22,Denna,M,56459,9999-01-01
429659,Jongsuk,1954-09-10,Francisci,F,44515,9999-01-01
429367,Kiyomitsu,1955-01-26,Schlenzig,M,58474,9999-01-01
429665,Snehasis,1955-08-07,Piazza,F,59982,9999-01-01
429680,Adas,1955-03-06,Weiland,M,40000,9999-01-01
429695,Hyuncheol,1955-12-07,Angelov,M,56850,9999-01-01
429701,Shin,1952-07-08,Feldmann,M,40000,9999-01-01
429369,Yifei,1954-10-21,Luit,M,40327,9999-01-01
429749,Georgy,1952-10-13,Reeken,F,40000,9999-01-01
429751,Arnould,1953-12-22,Ushiama,M,40000,9999-01-01
429761,Gadiel,1954-12-22,Auyong,M,55014,9999-01-01
429766,Mandell,1953-01-24,Lorin,M,66825,9999-01-01
429785,Radhia,1952-12-19,Iivonen,M,40000,9999-01-01
429945,Tadahiro,1954-06-29,Kornatzky,F,66874,9999-01-01
429961,Houman,1955-04-15,Swiss,M,73843,9999-01-01
429801,Nahla,1955-06-02,Angot,M,45392,9999-01-01
429974,Udo,1953-12-01,Doering,M,40000,9999-01-01
429988,Jacopo,1953-11-12,Riexinger,M,40000,9999-01-01
429991,Rosine,1952-03-07,Picco,M,40000,9999-01-01
429814,Georg,1952-09-18,Tischendorf,F,78324,9999-01-01
429992,Vishwani,1952-12-22,Atrawala,M,44703,9999-01-01
430000,Otmar,1955-04-01,Genther,M,68444,9999-01-01
430001,Lucien,1955-08-12,Dalton,M,40000,9999-01-01
430004,Morris,1953-03-14,Orsini,M,76277,9999-01-01
429836,Arumugam,1955-08-25,Kilgour,M,60811,9999-01-01
430016,Adam,1953-06-24,Randi,F,45009,9999-01-01
429843,Chirstian,1954-09-27,Lortz,F,40000,9999-01-01
430051,Muneo,1955-12-09,Rodier,M,43771,9999-01-01
429851,Dulce,1954-02-10,Manders,M,61393,9999-01-01
430058,Shaibal,1955-05-24,Restivo,F,43276,9999-01-01
429864,Shai,1953-03-18,Quaggetto,M,71402,9999-01-01
430079,Mikhail,1954-05-22,England,M,80798,9999-01-01
430086,Zhanqiu,1953-11-14,Unni,M,55021,9999-01-01
429893,Wanqing,1955-08-14,Guenter,M,46289,9999-01-01
430098,Ymte,1954-12-15,Rahier,F,42525,9999-01-01
430101,Dekang,1952-04-07,Veeraraghavan,M,46824,9999-01-01
430111,Tadahiko,1955-02-02,Borstler,F,40000,9999-01-01
429919,Mototsugu,1952-09-06,Pashtan,M,64533,9999-01-01
430315,Paloma,1954-07-10,Engberts,F,53277,9999-01-01
430128,Becky,1954-04-29,Berztiss,F,47479,9999-01-01
430147,Tran,1952-07-30,Jayawardene,F,50040,9999-01-01
430316,Otmar,1952-03-16,Ellozy,F,59352,9999-01-01
430149,Gill,1955-04-19,Luon,F,40947,9999-01-01
430152,Kersti,1952-04-10,Tsukune,M,40000,9999-01-01
430153,Kensei,1954-07-20,Sommen,M,40000,9999-01-01
430347,Malu,1955-04-13,Cyne,M,69671,9999-01-01
430164,Holgard,1955-11-08,Parveen,F,57797,9999-01-01
430166,Poornachandra,1953-04-18,Ravishankar,M,81260,9999-01-01
430179,Neelam,1953-01-18,Serna,M,83401,9999-01-01
430182,Somnath,1952-06-28,Terekhov,F,57808,9999-01-01
430184,Leszek,1954-03-20,Cunliffe,M,40000,9999-01-01
430360,Bokyung,1954-12-01,Bardell,M,40000,9999-01-01
430196,Mechthild,1955-11-20,Fasbender,M,56683,9999-01-01
430202,Gopalakrishnan,1955-07-25,Pusterhofer,M,61519,9999-01-01
430362,Marc,1953-01-09,Baranowski,F,47142,9999-01-01
430384,Taiji,1955-12-09,Masand,M,54987,9999-01-01
430224,Noritoshi,1955-01-31,Basawa,F,44450,9999-01-01
430237,Huican,1953-09-08,Falster,M,45877,9999-01-01
430244,Halsur,1954-02-28,Perng,M,40000,9999-01-01
430400,Shahaf,1955-12-04,Zwicker,M,40000,9999-01-01
430403,Bowen,1955-12-17,Rissland,F,40000,9999-01-01
430416,Laurentiu,1953-06-11,Malabarba,M,40000,9999-01-01
430282,Gou,1952-05-29,Skrikant,M,46580,9999-01-01
430285,Nishit,1953-03-22,Deville,M,55650,9999-01-01
430438,Leszek,1954-11-23,Jullig,M,62524,9999-01-01
430300,Xuedong,1955-03-26,Binkley,F,42148,9999-01-01
430446,Guoxiang,1952-07-23,Ghandeharizadeh,F,40000,9999-01-01
430459,Ziya,1952-02-14,Roison,M,62345,9999-01-01
430461,Fan,1953-05-17,Lichtner,F,64209,9999-01-01
430498,Danel,1954-03-08,Krybus,M,40000,9999-01-01
430472,Jungsoon,1955-10-25,Kalefeld,M,50460,9999-01-01
430501,Candida,1953-12-29,McConalogue,F,70113,9999-01-01
430512,Richara,1955-06-20,Flanders,F,40000,9999-01-01
430477,Subhrajyoti,1953-03-29,Angelopoulos,F,43817,9999-01-01
430519,Vojin,1952-02-19,Lanteri,M,40000,9999-01-01
430523,Rosalyn,1955-02-15,Validov,F,60537,9999-01-01
430524,Baoqiu,1955-12-14,Schnabel,M,53266,9999-01-01
430481,Woody,1955-11-11,Pauthner,F,40000,9999-01-01
430534,Ghassan,1953-07-12,Walston,M,50866,9999-01-01
430535,Georg,1954-03-27,Fasbender,F,46447,9999-01-01
430675,Shiv,1953-12-04,Comellas,M,40000,9999-01-01
430543,Toshimitsu,1952-09-05,Zongker,F,48217,9999-01-01
430570,Adit,1954-02-27,Papadias,F,40000,9999-01-01
430596,Gill,1954-11-23,Stanger,M,54994,9999-01-01
430598,Garnik,1953-12-06,Auria,F,44617,9999-01-01
430604,Khue,1954-10-31,Erie,F,44095,9999-01-01
430606,Parto,1952-12-24,Biron,M,49035,9999-01-01
430677,Phuoc,1953-10-16,Kaelbling,F,67898,9999-01-01
430615,Babette,1955-12-04,Stanfel,M,69601,9999-01-01
430616,Ashish,1953-08-12,Tchuente,F,54272,9999-01-01
430619,Poorav,1954-07-13,Maierhofer,F,58348,9999-01-01
430633,Margareta,1955-07-27,Peek,M,54373,9999-01-01
430649,Lorien,1955-04-01,Quittner,M,51968,9999-01-01
430662,Zita,1955-06-28,Vernadat,M,56065,9999-01-01
430683,Godehard,1952-06-25,Braunmuhl,M,40000,9999-01-01
430685,Sergi,1955-06-25,Jenevein,M,90101,9999-01-01
430692,Arunachalam,1955-03-21,Yemenis,M,52510,9999-01-01
430859,Gritta,1953-07-15,Bakhtari,F,77853,9999-01-01
430698,Gadiel,1954-05-04,Hatcliff,F,56942,9999-01-01
430713,Khedija,1955-12-04,Peac,M,40000,9999-01-01
430878,Jinya,1952-11-04,Siepmann,M,40000,9999-01-01
430898,Kiyomitsu,1955-10-15,Braunschweig,M,40000,9999-01-01
430720,Arco,1955-09-18,Peha,M,63846,9999-01-01
430906,Christ,1955-07-01,Cyre,M,82501,9999-01-01
430910,Duro,1954-06-12,Taneja,M,45988,9999-01-01
430724,Geoff,1954-07-08,Gruenwald,F,40750,9999-01-01
430737,Jeane,1953-09-03,Kadhim,M,71332,9999-01-01
430936,Saddek,1953-07-22,Deville,M,59043,9999-01-01
430742,Jiong,1953-02-26,Scallan,F,40000,9999-01-01
430743,Kasturi,1953-07-25,Smeets,M,62383,9999-01-01
430960,Shahaf,1954-05-14,Lorie,M,44601,9999-01-01
430754,Zengping,1952-02-23,Langford,M,82629,9999-01-01
430759,Fumiko,1954-08-08,Buchter,M,55232,9999-01-01
430990,Masamitsu,1953-11-17,Acton,F,40664,9999-01-01
430772,Stepehn,1953-07-01,Haraldson,M,47906,9999-01-01
430999,Khatoun,1952-03-10,Ranon,F,40000,9999-01-01
431009,Tremaine,1953-10-21,Lamba,F,44962,9999-01-01
431014,Toney,1954-02-05,Masamoto,F,40000,9999-01-01
430777,Hailing,1953-10-18,Feldmann,F,71760,9999-01-01
431022,Randy,1952-07-06,Improta,M,67602,9999-01-01
430789,Nathan,1952-06-05,Antonakopoulos,M,54248,9999-01-01
431032,Moni,1955-10-19,Anick,F,40347,9999-01-01
431035,Mitchel,1955-02-28,Servieres,F,52462,9999-01-01
430807,Suvo,1955-07-25,Terwilliger,M,54812,9999-01-01
430812,Takushi,1955-11-08,Vernadat,M,50508,9999-01-01
430813,Bodo,1953-02-03,Carrere,M,40000,9999-01-01
430820,Tse,1953-01-17,Snedden,F,40000,9999-01-01
430841,Wanqing,1955-04-23,Menyhert,F,75899,9999-01-01
430848,Xuejun,1953-12-01,Shimshoni,M,57916,9999-01-01
430854,Collette,1952-06-23,Tsunoo,M,64451,9999-01-01
431245,Gina,1953-10-20,Asser,F,40000,9999-01-01
431048,Selwyn,1952-07-08,Sluis,M,40000,9999-01-01
431055,Rildo,1954-10-09,Vilarrasa,F,65855,9999-01-01
431062,Chikara,1953-01-03,Magalhaes,M,40000,9999-01-01
431073,Demin,1955-12-17,Savasere,M,50387,9999-01-01
431078,Adib,1955-08-14,Ananiadou,M,73990,9999-01-01
431080,Shigehito,1954-06-16,Pauthner,F,40000,9999-01-01
431083,Ibibia,1953-05-13,Dulin,F,40000,9999-01-01
431248,Reuven,1954-05-20,Perri,F,77150,9999-01-01
431281,Sukumar,1955-12-17,Guerreiro,F,90734,9999-01-01
431105,Masoud,1955-07-14,Chaudhuri,F,70446,9999-01-01
431126,Claude,1952-05-28,Kroon,F,43809,9999-01-01
431128,Odoardo,1953-03-04,Esteva,F,61976,9999-01-01
431137,Marla,1952-05-05,Veevers,F,47931,9999-01-01
431287,Radoslaw,1955-08-28,Maraist,M,40000,9999-01-01
431145,Kristinn,1955-09-22,Kavanagh,M,81973,9999-01-01
431289,Teunis,1953-09-18,Zongker,M,40000,9999-01-01
431154,Saeed,1953-12-25,Stassinopoulos,F,40000,9999-01-01
431157,Alexius,1955-01-30,Bernick,F,48874,9999-01-01
431158,Chikako,1955-10-08,Limongiello,F,63583,9999-01-01
431292,Uli,1953-05-09,Schaaf,M,87451,9999-01-01
431161,Troy,1955-09-12,Rosin,M,40023,9999-01-01
431304,Yuuichi,1955-11-22,Zeleznik,M,50331,9999-01-01
431171,Marsha,1953-06-15,Chaudhuri,M,40000,9999-01-01
431176,Kerryn,1952-11-30,Miara,M,40000,9999-01-01
431189,Dulce,1954-01-08,Rousseau,M,51450,9999-01-01
431305,Masali,1953-05-23,Riexinger,F,40000,9999-01-01
431194,Oscal,1953-08-19,Nannarelli,M,42791,9999-01-01
431311,Gritta,1954-09-14,Birge,M,75970,9999-01-01
431316,Xiaoheng,1953-05-13,Krohm,F,42501,9999-01-01
431214,Navid,1952-03-11,DuCasse,M,66677,9999-01-01
431333,Sven,1952-04-20,Zambonelli,M,40000,9999-01-01
431337,Niteen,1952-02-10,Hasenauer,F,65587,9999-01-01
431367,Bilhanan,1955-01-01,Bale,F,55457,9999-01-01
431372,Bader,1955-01-02,Rijsenbrij,M,40000,9999-01-01
431375,Surveyors,1952-05-03,Atrawala,F,48734,9999-01-01
431378,Cristinel,1955-08-25,Peyn,M,72664,9999-01-01
431382,Mohit,1955-06-02,Eiron,F,40857,9999-01-01
431412,Horward,1953-10-19,Luce,M,43232,9999-01-01
431394,Michaela,1953-12-30,Majewski,F,45911,9999-01-01
431426,Elvia,1955-04-30,Billingsley,M,40000,9999-01-01
431428,Arne,1953-11-29,Impagliazzo,F,40000,9999-01-01
431430,Dannz,1954-08-05,Rousseau,M,51229,9999-01-01
431432,Danel,1954-10-16,Verhoeff,M,40000,9999-01-01
431395,Xuejun,1953-08-31,Litzkow,M,40000,9999-01-01
431441,Fumiyo,1952-04-01,Sinicrope,M,41989,9999-01-01
431442,Murthy,1953-08-02,Baez,M,54533,9999-01-01
431407,Odinaldo,1954-11-11,Serot,M,52220,9999-01-01
431446,Hidekazu,1953-04-09,Cangellaris,F,63683,9999-01-01
431410,Kensei,1955-10-04,Nyanchama,F,40000,9999-01-01
431465,Kristinn,1955-03-31,Mahmud,M,79537,9999-01-01
431599,Xiaoshan,1952-11-24,Pettit,M,44756,9999-01-01
431478,Poornachandra,1952-08-19,Ratnaker,M,51362,9999-01-01
431480,Zhigen,1953-08-14,Christ,F,63778,9999-01-01
431486,Augustine,1954-06-21,Restivo,F,44968,9999-01-01
431495,Tadanori,1953-11-29,Matzke,F,40000,9999-01-01
431500,KayLiang,1954-09-03,Kroll,M,48056,9999-01-01
431614,Piyawadee,1955-03-02,Undy,M,56124,9999-01-01
431510,Manu,1952-04-16,Schiper,M,51016,9999-01-01
431515,Udaiprakash,1953-02-13,Whittlesey,M,58193,9999-01-01
431518,Jovan,1953-10-17,Mateescu,M,61921,9999-01-01
431624,Sanjiv,1953-04-10,Niizuma,M,40000,9999-01-01
431530,Srinidhi,1952-09-14,Steinauer,M,43579,9999-01-01
431630,Chaoyi,1953-01-06,Murrill,M,40000,9999-01-01
431556,Katsuyuki,1953-03-01,Suermann,F,40000,9999-01-01
431557,Chiradeep,1952-04-20,Plotkin,F,42874,9999-01-01
431645,Boriana,1954-01-30,Rusterholz,M,59614,9999-01-01
431558,Brewster,1954-11-05,Pews,F,42806,9999-01-01
431659,Hironoby,1952-10-15,Mahmud,M,69733,9999-01-01
431588,Kannan,1955-06-07,Ranum,F,40000,9999-01-01
431666,Gregory,1953-06-02,Sluis,M,40000,9999-01-01
431675,Giao,1952-04-04,Kroha,M,62798,9999-01-01
431690,Sudhanshu,1954-05-06,Bhattacharjee,M,64453,9999-01-01
431692,Houman,1952-08-28,Lamparter,M,49368,9999-01-01
431798,Masanao,1954-10-04,Middleton,F,42011,9999-01-01
431701,Maya,1954-05-09,Baca,M,45392,9999-01-01
431810,Tadahiro,1954-02-21,Ushiama,F,40000,9999-01-01
431706,Remco,1952-05-24,Heiserman,F,40000,9999-01-01
431818,Chaitali,1953-06-11,Ambroszkiewicz,M,40000,9999-01-01
431721,Aluzio,1953-06-07,Anandan,F,42314,9999-01-01
431834,Martins,1953-07-20,Delgrange,F,43438,9999-01-01
431836,Arne,1953-06-29,Mahmud,M,55481,9999-01-01
431853,Doohun,1953-12-20,Hooghiemstra,M,85144,9999-01-01
431866,Raimond,1955-09-24,Kranzdorf,M,43699,9999-01-01
431869,Dietrich,1953-04-17,Collette,M,65762,9999-01-01
431895,Xiaoqiang,1952-03-22,Speel,F,76744,9999-01-01
431896,Tokuyasu,1953-01-17,Miara,M,66973,9999-01-01
431901,Shahid,1952-10-30,Kandlur,M,85808,9999-01-01
431917,Martijn,1953-04-28,Gire,F,46831,9999-01-01
431922,Jungsoon,1954-02-06,Brookman,F,40000,9999-01-01
431965,Gianluca,1952-05-26,Melton,M,88347,9999-01-01
431969,Uriel,1954-10-23,Maksimenko,F,53485,9999-01-01
431731,Jianhao,1954-12-11,Ermel,F,54343,9999-01-01
431982,Randi,1955-09-24,Parfitt,M,54422,9999-01-01
431989,Shaz,1952-12-02,Baez,M,84359,9999-01-01
431735,Waiman,1952-06-04,Roccetti,M,40000,9999-01-01
431744,Mabo,1955-08-18,Oxman,F,46395,9999-01-01
431751,Isaac,1954-08-05,Alpay,M,40000,9999-01-01
432029,Domenick,1955-07-09,Georgatos,M,40000,9999-01-01
432035,Fox,1952-02-07,Plump,F,64035,9999-01-01
431758,Huiqun,1954-06-30,Suermann,F,62271,9999-01-01
432039,Mansur,1953-05-13,Veeraraghavan,M,50908,9999-01-01
432048,Feipei,1954-02-24,Fritzsche,F,48922,9999-01-01
431760,Horward,1953-01-18,Falster,F,80524,9999-01-01
432054,Van,1952-10-12,McAffer,F,45540,9999-01-01
432056,Jouko,1955-02-07,Spinelli,M,65783,9999-01-01
431761,Adib,1953-10-23,Kinley,F,81278,9999-01-01
431769,Abdulla,1953-11-02,Benaini,M,64519,9999-01-01
432068,Arif,1952-03-24,Wegerle,M,55760,9999-01-01
432074,Mayumi,1954-08-19,Sooriamurthi,M,50361,9999-01-01
431773,Chuanti,1955-01-04,Montemayor,F,82305,9999-01-01
432082,Mihalis,1955-04-14,Rebaine,F,40000,9999-01-01
432083,Xiaoqiang,1955-04-15,Assaf,F,40000,9999-01-01
432087,Hidefumi,1954-02-06,Garigliano,F,40000,9999-01-01
432088,Tristan,1953-09-10,Frezza,M,50461,9999-01-01
432167,Peternela,1955-08-29,Talmon,F,40000,9999-01-01
432106,Kirk,1955-12-21,Thorelli,F,57655,9999-01-01
432110,Vasiliy,1955-05-21,Debuse,M,50658,9999-01-01
432116,Henk,1953-11-20,Besselaar,F,50125,9999-01-01
432122,Alair,1955-12-11,Poupard,M,46008,9999-01-01
432131,Goncalo,1953-04-06,Boudaillier,F,57089,9999-01-01
432141,Marsha,1952-12-28,Hebert,M,40000,9999-01-01
432144,Yuping,1952-02-08,Biros,F,40000,9999-01-01
432341,Saddek,1954-06-29,Shihab,F,40000,9999-01-01
432356,Yakichi,1953-03-03,Viele,M,62681,9999-01-01
432367,Huiqun,1953-09-02,Bondorf,F,40000,9999-01-01
432380,Duro,1954-07-13,Anick,M,46736,9999-01-01
432188,Yishai,1955-11-23,Haraldson,M,61813,9999-01-01
432402,Adib,1952-06-18,Basagni,M,43555,9999-01-01
432234,Margo,1952-05-10,Koshiba,M,44030,9999-01-01
432412,Ibibia,1952-05-31,Leonhardt,M,43088,9999-01-01
432419,Yifei,1953-01-25,Brookner,F,61476,9999-01-01
432423,Jingling,1955-07-24,Stifter,F,40000,9999-01-01
432426,Achilleas,1952-02-02,Szemeredi,M,62465,9999-01-01
432436,Leni,1953-07-01,Ozeri,M,49987,9999-01-01
432440,Nagui,1952-11-30,Karlin,M,47916,9999-01-01
432442,Fabrizio,1952-10-23,Azadmanesh,M,40000,9999-01-01
432453,Mrinalini,1952-10-06,Garnham,M,60110,9999-01-01
432247,Hein,1953-04-19,Pouyioutas,F,40000,9999-01-01
432468,Nalini,1953-07-26,McAlpine,M,40000,9999-01-01
432250,Zejun,1952-09-14,Bernatsky,M,68245,9999-01-01
432476,Seongbae,1954-04-08,Mikschl,M,40000,9999-01-01
432483,Zhanqiu,1954-10-24,Taneja,M,76880,9999-01-01
432484,Guangming,1952-04-19,Harbusch,M,41262,9999-01-01
432256,Youssef,1953-10-05,Aseltine,M,45890,9999-01-01
432497,Sreekrishna,1955-07-11,Champarnaud,M,67221,9999-01-01
432267,Siddarth,1952-09-15,Rosen,M,109998,9999-01-01
432502,Kerhong,1952-10-20,Kalefeld,F,42595,9999-01-01
432512,Pranjal,1953-10-22,Colorni,M,76142,9999-01-01
432516,Arlette,1953-03-12,Karcich,M,40000,9999-01-01
432284,Oksana,1953-04-01,Dredge,M,78005,9999-01-01
432288,Yuuichi,1952-02-13,Kroha,M,41867,9999-01-01
432298,Xiaopeng,1954-01-30,Sankaranarayanan,F,59177,9999-01-01
432308,Masasuke,1954-04-10,Roison,F,42835,9999-01-01
432316,Yahiko,1953-06-01,Gecsel,M,40000,9999-01-01
432317,Lucian,1954-11-26,Pluym,F,46113,9999-01-01
432318,Khedija,1955-06-21,Krohm,M,50133,9999-01-01
432324,True,1955-04-13,Fiebach,M,40000,9999-01-01
432710,Paraskevi,1953-08-05,Bardell,F,52879,9999-01-01
432534,Eran,1955-09-17,Zeilberger,F,49722,9999-01-01
432538,Isaac,1953-12-19,Matzat,F,62840,9999-01-01
432542,Hitofumi,1954-04-05,Syang,F,42539,9999-01-01
432545,Chikako,1955-11-03,Tanemo,M,43040,9999-01-01
432547,Gretta,1954-12-23,Waeselynck,F,81540,9999-01-01
432550,Sailaja,1952-03-01,Streng,M,40000,9999-01-01
432554,Mana,1955-08-21,Yemenis,F,75363,9999-01-01
432555,Herbert,1953-10-13,Krybus,M,40000,9999-01-01
432566,Dzung,1955-10-15,Orlowski,M,56397,9999-01-01
432578,Danco,1955-09-14,Khalid,F,73361,9999-01-01
432581,Vivian,1955-07-02,Perl,M,46362,9999-01-01
432727,Sushant,1954-05-04,Lovengreen,F,43224,9999-01-01
432583,Seongbin,1954-10-29,Mitsuhashi,F,114927,9999-01-01
432588,Matk,1954-10-19,Krichel,M,40000,9999-01-01
432589,Baziley,1952-09-28,Alvarado,F,46216,9999-01-01
432730,Nevio,1954-11-03,Trystram,F,48673,9999-01-01
432612,Masaki,1952-06-02,Sinitsyn,F,46355,9999-01-01
432749,Miomir,1955-06-06,Heemskerk,M,67856,9999-01-01
432625,LiMin,1954-01-13,Steinauer,F,40000,9999-01-01
432627,Jamaludin,1953-09-25,Usdin,F,64883,9999-01-01
432630,Heejo,1953-12-23,Luef,M,40000,9999-01-01
432757,Teiji,1953-09-07,Erni,M,41315,9999-01-01
432653,Nevin,1954-01-24,Skrikant,M,51254,9999-01-01
432658,Zhiguo,1953-11-05,Demizu,M,40000,9999-01-01
432783,Ingmar,1952-10-14,Morrow,M,40000,9999-01-01
432662,Paddy,1953-12-27,Maierhofer,F,61114,9999-01-01
432663,Pohua,1953-10-27,Delgrande,F,40000,9999-01-01
432671,Alain,1953-05-26,Ushiama,M,40087,9999-01-01
432675,Kazunori,1953-08-29,Veeraraghavan,M,60283,9999-01-01
432676,Leaf,1954-08-12,Borovoy,M,65760,9999-01-01
432678,Kitty,1953-06-11,Peak,M,40000,9999-01-01
432683,Gina,1955-09-19,Nishimukai,M,40000,9999-01-01
432789,Leucio,1952-03-26,Slaats,M,44771,9999-01-01
432693,Zhaofang,1955-06-04,Matzat,F,52272,9999-01-01
432795,Toney,1953-03-14,Schoegge,M,80955,9999-01-01
432798,Berry,1953-10-03,Denna,M,40000,9999-01-01
432804,Bluma,1955-09-02,McDermid,M,65010,9999-01-01
432807,Alenka,1952-12-23,Oppitz,M,63667,9999-01-01
432810,Sibyl,1954-03-27,Fetvedt,M,49996,9999-01-01
432818,Parviz,1952-04-22,Escriba,F,62095,9999-01-01
432906,Filipe,1952-05-08,Streng,F,61849,9999-01-01
432828,Chikako,1955-02-22,Malabarba,M,59472,9999-01-01
432915,Guangming,1952-06-13,Staudhammer,M,77488,9999-01-01
432918,Nechama,1953-05-18,Ferretti,M,40000,9999-01-01
432920,Samphel,1953-06-06,Dechter,M,58213,9999-01-01
432943,Mokhtar,1952-07-10,Asser,M,40000,9999-01-01
432957,Fabrizio,1955-12-15,Quadeer,M,60174,9999-01-01
432973,Zissis,1954-03-24,Maccarone,F,58229,9999-01-01
432976,Duke,1955-06-06,Demizu,M,40000,9999-01-01
432978,Pasqua,1955-06-23,Herath,M,72631,9999-01-01
433001,Wilmer,1953-09-24,Eickenmeyer,F,59031,9999-01-01
433004,Shuho,1954-10-10,Khamsi,M,90488,9999-01-01
433015,Mohd,1952-10-07,Braccini,M,54709,9999-01-01
432841,KayLiang,1955-03-24,Kragelund,F,40000,9999-01-01
433020,Adas,1955-05-25,Rahimi,M,40000,9999-01-01
433022,Hinrich,1953-02-17,Yetim,M,62371,9999-01-01
433036,Anestis,1954-11-12,Yeung,F,41290,9999-01-01
433038,Reinhard,1955-05-30,Miake,M,81105,9999-01-01
432855,Kiyotoshi,1955-07-25,Encarnacion,F,61108,9999-01-01
433039,Pasqua,1952-12-02,Borstler,F,40000,9999-01-01
433042,Vatsa,1955-08-20,Decleir,F,40000,9999-01-01
433044,Neven,1952-07-29,Setiz,M,40000,9999-01-01
433045,Torsten,1954-10-20,Woycyznski,M,40000,9999-01-01
432859,Guther,1955-03-04,Massonet,M,40000,9999-01-01
433066,Remco,1954-05-31,Hooghiemstra,F,40000,9999-01-01
432861,Kshitij,1955-12-16,Morris,F,40172,9999-01-01
432865,Mitsuyuki,1952-03-07,Serra,M,73728,9999-01-01
432880,Shalesh,1953-07-30,Masand,M,66891,9999-01-01
432881,Shan,1953-07-02,Egerstedt,M,40000,9999-01-01
433271,Freyja,1955-12-24,Naumovich,M,49484,9999-01-01
433077,Zongyan,1952-08-19,Mungall,M,73803,9999-01-01
433094,Xinglin,1955-10-25,Matzke,M,49912,9999-01-01
433096,Palash,1952-06-18,Brookman,M,40000,9999-01-01
433105,Leif,1955-02-09,Cmelik,F,79436,9999-01-01
433293,Emran,1953-03-06,Mansanne,F,64774,9999-01-01
433127,Masali,1952-11-26,Hellwagner,M,54486,9999-01-01
433130,Mihalis,1955-03-15,Itzfeldt,F,40000,9999-01-01
433131,Abdulla,1953-08-27,Papastamatiou,M,40613,9999-01-01
433134,Isaac,1953-06-01,Zirintsis,M,40000,9999-01-01
433300,Tonia,1954-08-11,Kleiser,M,40488,9999-01-01
433146,Larisa,1953-09-14,Pettis,M,40000,9999-01-01
433307,Filipp,1953-01-18,Norsworthy,F,79896,9999-01-01
433151,Mrinalini,1954-12-22,Pauthner,M,73395,9999-01-01
433160,Bingning,1953-09-03,Hutter,M,40000,9999-01-01
433320,Gunilla,1954-06-28,Takkinen,M,88931,9999-01-01
433166,Ult,1952-07-05,Fabrizio,F,40000,9999-01-01
433172,Nagui,1955-12-22,Curless,M,40000,9999-01-01
433180,Yuichiro,1952-10-27,Panwar,M,55355,9999-01-01
433321,Mabo,1954-09-25,Msuda,F,64727,9999-01-01
433188,Bernt,1955-02-27,Petereit,M,40000,9999-01-01
433343,Radhika,1953-01-25,Cmelik,M,51291,9999-01-01
433193,Badri,1953-06-05,Shihab,M,50084,9999-01-01
433203,Shigenori,1953-12-27,Cappelli,F,71506,9999-01-01
433208,Hidefumi,1952-05-26,Erev,M,40000,9999-01-01
433217,Ebbe,1954-01-10,Valette,M,40000,9999-01-01
433219,Tristan,1952-04-11,DuCasse,M,40000,9999-01-01
433221,Neelam,1953-01-25,Biron,M,46569,9999-01-01
433350,Pasqua,1954-04-14,Danner,F,41407,9999-01-01
433235,Premsyl,1955-11-27,Serov,M,40000,9999-01-01
